70, 72, 72, -.0036
70, 74, 74, -.0036
70, 76, 76, -.0036
70, 78, 78, -.0036
70, 80, 80, -.0036
70, 85, 85, -.0036
70, 90, 90, -.0036
70, 95, 95, -.0036
70, 100, 100, -.0036
70, 105, 105, -.0036
70, 110, 110, -.0036
70, 115, 115, -.0036
70, 120, 120, -.0036
70, 125, 125, -.0036
70, 130, 130, -.0036
70, 135, 135, -.0036
70, 140, 140, -.0036
70, 145, 145, -.0036
70, 150, 150, -.0036
70, 155, 155, -.0036
70, 160, 160, -.0036
70, 165, 165, -.0036
70, 170, 170, -.0036
70, 175, 175, -.0036
70, 180, 180, -.0036
70, 185, 185, -.0036
70, 190, 190, -.0036
70, 195, 195, -.0036
70, 200, 200, -.0036
70, 205, 205, -.0036
70, 210, 210, -.0036
70, 215, 215, -.0036
70, 220, 220, -.0036
70, 225, 225, -.0036
70, 230, 230, -.0036
70, 235, 235, -.0036
70, 240, 240, -.0036
70, 245, 245, -.0036
70, 250, 250, -.0036
70, 255, 255, -.0036
70, 260, 260, -.0036
70, 265, 265, -.0036
70, 270, 270, -.0036
70, 275, 275, -.0036
70, 277, 277, -.0036
70, 279, 279, -.0036
70, 281, 281, -.0036
70, 283, 283, -.0036
70, 285, 285, -.0036
70, 287, 287, -.0036
70, 289, 289, -.0036
70, 291, 291, -.0036
70, 293, 293, -.0036
70, 295, 295, -.0036
75, 77, 77, .0054
75, 79, 79, .0054
75, 81, 81, .0054
75, 83, 83, .0054
75, 85, 85, .0054
75, 90, 90, .0054
75, 95, 95, .0054
75, 100, 100, .0054
75, 105, 105, .0054
75, 110, 110, .0054
75, 115, 115, .0054
75, 120, 120, .0054
75, 125, 125, .0054
75, 130, 130, .0054
75, 135, 135, .0054
75, 140, 140, .0054
75, 145, 145, .0054
75, 150, 150, .0054
75, 155, 155, .0054
75, 160, 160, .0054
75, 165, 165, .0054
75, 170, 170, .0054
75, 175, 175, .0054
75, 180, 180, .0054
75, 185, 185, .0054
75, 190, 190, .0054
75, 195, 195, .0054
75, 200, 200, .0054
75, 205, 205, .0054
75, 210, 210, .0054
75, 215, 215, .0054
75, 220, 220, .0054
75, 225, 225, .0054
75, 230, 230, .0054
75, 235, 235, .0054
75, 240, 240, .0054
75, 245, 245, .0054
75, 250, 250, .0054
75, 255, 255, .0054
75, 260, 260, .0054
75, 265, 265, .0054
75, 270, 270, .0054
75, 272, 272, .0054
75, 274, 274, .0054
75, 276, 276, .0054
75, 278, 278, .0054
75, 280, 280, .0054
75, 282, 282, .0054
75, 284, 284, .0054
75, 286, 286, .0054
75, 288, 288, .0054
75, 290, 290, .0054
80, 82, 82, .0144
80, 84, 84, .0144
80, 86, 86, .0144
80, 88, 88, .0144
80, 90, 90, .0144
80, 95, 95, .0144
80, 100, 100, .0144
80, 105, 105, .0144
80, 110, 110, .0144
80, 115, 115, .0144
80, 120, 120, .0144
80, 125, 125, .0144
80, 130, 130, .0144
80, 135, 135, .0144
80, 140, 140, .0144
80, 145, 145, .0144
80, 150, 150, .0144
80, 155, 155, .0144
80, 160, 160, .0144
80, 165, 165, .0144
80, 170, 170, .0144
80, 175, 175, .0144
80, 180, 180, .0144
80, 185, 185, .0144
80, 190, 190, .0144
80, 195, 195, .0144
80, 200, 200, .0144
80, 205, 205, .0144
80, 210, 210, .0144
80, 215, 215, .0144
80, 220, 220, .0144
80, 225, 225, .0144
80, 230, 230, .0144
80, 235, 235, .0144
80, 240, 240, .0144
80, 245, 245, .0144
80, 250, 250, .0144
80, 255, 255, .0144
80, 260, 260, .0144
80, 265, 265, .0144
80, 267, 267, .0144
80, 269, 269, .0144
80, 271, 271, .0144
80, 273, 273, .0144
80, 275, 275, .0144
80, 277, 277, .0144
80, 279, 279, .0144
80, 281, 281, .0144
80, 283, 283, .0144
80, 285, 285, .0144
85, 87, 87, .0234
85, 89, 89, .0234
85, 91, 91, .0234
85, 93, 93, .0234
85, 95, 95, .0234
85, 100, 100, .0234
85, 105, 105, .0234
85, 110, 110, .0234
85, 115, 115, .0234
85, 120, 120, .0234
85, 125, 125, .0234
85, 130, 130, .0234
85, 135, 135, .0234
85, 140, 140, .0234
85, 145, 145, .0234
85, 150, 150, .0234
85, 155, 155, .0234
85, 160, 160, .0234
85, 165, 165, .0234
85, 170, 170, .0234
85, 175, 175, .0234
85, 180, 180, .0234
85, 185, 185, .0234
